Drug_Name,NAFDAC_Code,Manufacturer,Category,Label
Vitalgrub Paracetamol 100mg,03-783917,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Swiss Ciprofloxacin 100mg,A4-821529,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Bond Metformin 100mg,03-1252,Bond Chemical Industries Ltd,Medical devices,1
Neimeth Ibuprofen 10mg/5ml,04-8445,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Aktika Loratadine 500mg,B4-657339,Aktika Global Ltd,Drugs,1
Aktika Ciprofloxacin 250mg,03-5651,Aktika Global Ltd,Herbals and Nutraceuticals,1
Neimeth Omeprazole 100mg,03-9725,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Fidson Metformin 250mg,A3-2550,Fidson Healthcare Plc,Veterinary,1
Bliss Metronidazole 100mg,A4-418437,Bliss GVS Pharma Ltd,Veterinary,1
Bliss Paracetamol 100mg,B4-5869,Bliss GVS Pharma Ltd,Drugs,1
May Metformin 250mg,B4-9778,May & Baker Nigeria Plc,Medical devices,1
Bond Amoxicillin 250mg,03-1653,Bond Chemical Industries Ltd,Drugs,1
Emzor Paracetamol 10mg/5ml,A4-6644,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Roche Vitamin C 10mg/5ml,04-8854,Roche Products Limited,Veterinary,1
May Omeprazole 250mg,03-663881,May & Baker Nigeria Plc,Vaccines and Biologics,1
Bliss Metformin 10mg/5ml,B4-5260,Bliss GVS Pharma Ltd,Drugs,1
Sages Metronidazole 100mg,03-814444,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
GlaxoSmithKline Loratadine 100mg,A3-3394,GlaxoSmithKline Nigeria,Veterinary,1
Bliss Ciprofloxacin 500mg,04-319501,Bliss GVS Pharma Ltd,Veterinary,1
Fidson Paracetamol 500mg,A3-486278,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Juhel Metronidazole 10mg/5ml,A3-9040,Juhel Nigeria Ltd,Veterinary,1
Juhel Metformin 250mg,B4-5738,Juhel Nigeria Ltd,Veterinary,1
May Amoxicillin 250mg,A3-4974,May & Baker Nigeria Plc,Medical devices,1
Roche Loratadine 500mg,04-126402,Roche Products Limited,Drugs,1
Wemy Paracetamol 500mg,03-8255,Wemy Industries Limited,Veterinary,1
Emzor Amoxicillin 10mg/5ml,A3-8234,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Emzor Amoxicillin 10mg/5ml,03-4879,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Fidson Paracetamol 500mg,04-8812,Fidson Healthcare Plc,Medical devices,1
Juhel Loratadine 10mg/5ml,B4-219960,Juhel Nigeria Ltd,Drugs,1
Fidson Vitamin C 100mg,03-920964,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Lady Ibuprofen 250mg,B4-8340,Lady Special Sanitary Pads Ventures,Drugs,1
Juhel Artemether 10mg/5ml,03-469008,Juhel Nigeria Ltd,Veterinary,1
May Artemether 100mg,A4-6715,May & Baker Nigeria Plc,Veterinary,1
May Omeprazole 10mg/5ml,A4-3308,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Roche Omeprazole 10mg/5ml,03-575612,Roche Products Limited,Herbals and Nutraceuticals,1
Lady Vitamin C 100mg,A4-3708,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Bliss Omeprazole 500mg,03-3221,Bliss GVS Pharma Ltd,Medical devices,1
Sages Amoxicillin 100mg,A4-6425,Sages Multipurpose Enterprise Ltd,Veterinary,1
May Vitamin C 500mg,B4-1847,May & Baker Nigeria Plc,Drugs,1
Aktika Amoxicillin 100mg,B4-1334,Aktika Global Ltd,Herbals and Nutraceuticals,1
May Omeprazole 250mg,A4-7421,May & Baker Nigeria Plc,Medical devices,1
Roche Paracetamol 250mg,B4-4131,Roche Products Limited,Drugs,1
May Amoxicillin 250mg,A4-804870,May & Baker Nigeria Plc,Medical devices,1
Vitalgrub Vitamin C 100mg,04-1442,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
May Amoxicillin 250mg,A3-200722,May & Baker Nigeria Plc,Veterinary,1
May Paracetamol 10mg/5ml,04-4920,May & Baker Nigeria Plc,Drugs,1
Bliss Metformin 100mg,A4-6125,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Roche Artemether 100mg,A4-889986,Roche Products Limited,Medical devices,1
Swiss Loratadine 100mg,B4-8247,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Lady Metronidazole 10mg/5ml,B4-1163,Lady Special Sanitary Pads Ventures,Veterinary,1
Lady Omeprazole 10mg/5ml,A3-7194,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Vitalgrub Amoxicillin 500mg,04-5079,Vitalgrub Nigeria Limited,Drugs,1
Roche Omeprazole 500mg,03-336871,Roche Products Limited,Veterinary,1
Neimeth Vitamin C 100mg,B4-4284,Neimeth International Pharmaceuticals,Medical devices,1
Fidson Metformin 100mg,A3-8865,Fidson Healthcare Plc,Vaccines and Biologics,1
Bond Metronidazole 250mg,A3-7084,Bond Chemical Industries Ltd,Medical devices,1
Fidson Ibuprofen 10mg/5ml,04-989635,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
Lady Artemether 250mg,A4-5858,Lady Special Sanitary Pads Ventures,Medical devices,1
Bond Vitamin C 500mg,04-3485,Bond Chemical Industries Ltd,Medical devices,1
Sages Artemether 500mg,A4-7348,Sages Multipurpose Enterprise Ltd,Medical devices,1
GlaxoSmithKline Amoxicillin 500mg,A4-6039,GlaxoSmithKline Nigeria,Veterinary,1
Lady Metronidazole 500mg,B4-8719,Lady Special Sanitary Pads Ventures,Drugs,1
Roche Ibuprofen 10mg/5ml,04-205214,Roche Products Limited,Veterinary,1
Bond Metformin 500mg,03-8081,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Bond Amoxicillin 10mg/5ml,04-7068,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Emzor Ciprofloxacin 250mg,04-783621,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Fidson Ciprofloxacin 10mg/5ml,A4-922698,Fidson Healthcare Plc,Veterinary,1
Bliss Omeprazole 10mg/5ml,A4-5723,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Aktika Loratadine 10mg/5ml,A4-6597,Aktika Global Ltd,Herbals and Nutraceuticals,1
Neimeth Metformin 250mg,B4-118709,Neimeth International Pharmaceuticals,Medical devices,1
Emzor Amoxicillin 250mg,B4-2857,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Lady Paracetamol 500mg,03-6334,Lady Special Sanitary Pads Ventures,Drugs,1
Sages Vitamin C 500mg,A3-7678,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
Aktika Artemether 100mg,A3-8612,Aktika Global Ltd,Veterinary,1
Wemy Omeprazole 500mg,04-9575,Wemy Industries Limited,Veterinary,1
Bond Loratadine 10mg/5ml,03-582302,Bond Chemical Industries Ltd,Drugs,1
Fidson Vitamin C 250mg,A4-8108,Fidson Healthcare Plc,Drugs,1
Neimeth Metformin 250mg,A3-9621,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Wemy Metformin 10mg/5ml,B4-3063,Wemy Industries Limited,Medical devices,1
Aktika Artemether 100mg,03-8945,Aktika Global Ltd,Medical devices,1
Emzor Amoxicillin 100mg,04-154324,Emzor Pharmaceutical Ind. Ltd,Drugs,1
May Metformin 10mg/5ml,04-7024,May & Baker Nigeria Plc,Drugs,1
Aktika Omeprazole 10mg/5ml,A4-1471,Aktika Global Ltd,Medical devices,1
Bliss Ciprofloxacin 250mg,A4-515529,Bliss GVS Pharma Ltd,Veterinary,1
Vitalgrub Amoxicillin 250mg,04-344500,Vitalgrub Nigeria Limited,Drugs,1
Neimeth Ibuprofen 500mg,A3-9744,Neimeth International Pharmaceuticals,Vaccines and Biologics,1
Vitalgrub Paracetamol 10mg/5ml,A3-627429,Vitalgrub Nigeria Limited,Veterinary,1
Aktika Artemether 10mg/5ml,04-5703,Aktika Global Ltd,Medical devices,1
Lady Paracetamol 250mg,B4-8768,Lady Special Sanitary Pads Ventures,Veterinary,1
Lady Amoxicillin 100mg,03-1523,Lady Special Sanitary Pads Ventures,Drugs,1
Aktika Ciprofloxacin 10mg/5ml,A4-7922,Aktika Global Ltd,Veterinary,1
Lady Metformin 10mg/5ml,B4-3314,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Fidson Ibuprofen 10mg/5ml,03-5197,Fidson Healthcare Plc,Vaccines and Biologics,1
GlaxoSmithKline Vitamin C 100mg,A4-563522,GlaxoSmithKline Nigeria,Drugs,1
Bliss Artemether 100mg,A3-288519,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
Sages Ciprofloxacin 500mg,B4-365612,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Vitalgrub Ciprofloxacin 250mg,04-997323,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
GlaxoSmithKline Omeprazole 10mg/5ml,03-1882,GlaxoSmithKline Nigeria,Drugs,1
May Artemether 500mg,A4-851222,May & Baker Nigeria Plc,Vaccines and Biologics,1
GlaxoSmithKline Ibuprofen 500mg,B4-226419,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Lady Paracetamol 10mg/5ml,A4-1574,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Emzor Loratadine 100mg,B4-7252,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
May Omeprazole 500mg,03-3370,May & Baker Nigeria Plc,Veterinary,1
Bliss Loratadine 10mg/5ml,B4-683315,Bliss GVS Pharma Ltd,Drugs,1
Lady Amoxicillin 10mg/5ml,A4-5439,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Bliss Paracetamol 100mg,B4-9815,Bliss GVS Pharma Ltd,Medical devices,1
Emzor Paracetamol 100mg,A4-4967,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Emzor Metronidazole 250mg,A4-8416,Emzor Pharmaceutical Ind. Ltd,Veterinary,1
GlaxoSmithKline Metronidazole 500mg,A3-993218,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Roche Ciprofloxacin 100mg,04-988948,Roche Products Limited,Veterinary,1
May Omeprazole 10mg/5ml,B4-138891,May & Baker Nigeria Plc,Vaccines and Biologics,1
GlaxoSmithKline Artemether 250mg,A4-9530,GlaxoSmithKline Nigeria,Drugs,1
Aktika Metformin 100mg,A4-710779,Aktika Global Ltd,Medical devices,1
Vitalgrub Paracetamol 500mg,03-621251,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
GlaxoSmithKline Paracetamol 250mg,B4-438565,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Roche Amoxicillin 10mg/5ml,03-312433,Roche Products Limited,Drugs,1
May Loratadine 100mg,04-7779,May & Baker Nigeria Plc,Veterinary,1
Bliss Metformin 100mg,A4-1405,Bliss GVS Pharma Ltd,Veterinary,1
Wemy Amoxicillin 250mg,04-5762,Wemy Industries Limited,Medical devices,1
Bliss Ciprofloxacin 250mg,A4-8570,Bliss GVS Pharma Ltd,Medical devices,1
Bond Artemether 100mg,A3-334084,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Neimeth Metronidazole 10mg/5ml,A3-8226,Neimeth International Pharmaceuticals,Veterinary,1
Sages Metronidazole 100mg,A4-985237,Sages Multipurpose Enterprise Ltd,Medical devices,1
Vitalgrub Amoxicillin 500mg,B4-6998,Vitalgrub Nigeria Limited,Drugs,1
Vitalgrub Paracetamol 500mg,A3-1306,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Bond Amoxicillin 100mg,A4-3801,Bond Chemical Industries Ltd,Drugs,1
Fidson Artemether 100mg,03-1745,Fidson Healthcare Plc,Veterinary,1
Neimeth Artemether 100mg,04-773853,Neimeth International Pharmaceuticals,Medical devices,1
Aktika Amoxicillin 500mg,A4-971425,Aktika Global Ltd,Drugs,1
Emzor Loratadine 250mg,03-177489,Emzor Pharmaceutical Ind. Ltd,Veterinary,1
Wemy Metronidazole 100mg,04-195972,Wemy Industries Limited,Medical devices,1
Bliss Metronidazole 250mg,03-7256,Bliss GVS Pharma Ltd,Veterinary,1
Juhel Artemether 500mg,03-275287,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Wemy Loratadine 500mg,03-4994,Wemy Industries Limited,Herbals and Nutraceuticals,1
Lady Amoxicillin 500mg,03-495928,Lady Special Sanitary Pads Ventures,Drugs,1
GlaxoSmithKline Amoxicillin 250mg,A3-7554,GlaxoSmithKline Nigeria,Veterinary,1
May Paracetamol 250mg,04-4105,May & Baker Nigeria Plc,Vaccines and Biologics,1
GlaxoSmithKline Ibuprofen 100mg,B4-202340,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Bond Omeprazole 250mg,A4-6677,Bond Chemical Industries Ltd,Medical devices,1
Vitalgrub Metronidazole 500mg,04-885226,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
GlaxoSmithKline Ciprofloxacin 10mg/5ml,A3-721658,GlaxoSmithKline Nigeria,Veterinary,1
Vitalgrub Ciprofloxacin 500mg,03-931596,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Emzor Loratadine 250mg,04-418058,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
May Amoxicillin 100mg,A3-562643,May & Baker Nigeria Plc,Medical devices,1
Neimeth Ciprofloxacin 500mg,04-5103,Neimeth International Pharmaceuticals,Medical devices,1
Vitalgrub Paracetamol 100mg,A3-800700,Vitalgrub Nigeria Limited,Drugs,1
Fidson Vitamin C 250mg,A3-8878,Fidson Healthcare Plc,Veterinary,1
Lady Metformin 500mg,A3-8245,Lady Special Sanitary Pads Ventures,Medical devices,1
Swiss Amoxicillin 500mg,A3-5294,Swiss Pharma Nigeria Ltd,Veterinary,1
Emzor Omeprazole 500mg,03-9794,Emzor Pharmaceutical Ind. Ltd,Veterinary,1
May Vitamin C 500mg,03-3738,May & Baker Nigeria Plc,Veterinary,1
Juhel Paracetamol 500mg,04-1667,Juhel Nigeria Ltd,Vaccines and Biologics,1
Juhel Ibuprofen 10mg/5ml,A3-8880,Juhel Nigeria Ltd,Medical devices,1
Neimeth Vitamin C 500mg,B4-5809,Neimeth International Pharmaceuticals,Drugs,1
Sages Ciprofloxacin 100mg,A3-5877,Sages Multipurpose Enterprise Ltd,Veterinary,1
May Omeprazole 500mg,03-822007,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Swiss Amoxicillin 500mg,A3-4126,Swiss Pharma Nigeria Ltd,Medical devices,1
Aktika Metformin 250mg,A3-375335,Aktika Global Ltd,Herbals and Nutraceuticals,1
Juhel Metformin 250mg,A3-3692,Juhel Nigeria Ltd,Herbals and Nutraceuticals,1
Vitalgrub Amoxicillin 100mg,03-3394,Vitalgrub Nigeria Limited,Drugs,1
Fidson Metronidazole 500mg,A4-5071,Fidson Healthcare Plc,Medical devices,1
May Amoxicillin 10mg/5ml,03-4126,May & Baker Nigeria Plc,Medical devices,1
Wemy Paracetamol 500mg,A4-2445,Wemy Industries Limited,Drugs,1
Wemy Loratadine 250mg,A4-6574,Wemy Industries Limited,Vaccines and Biologics,1
Fidson Metronidazole 500mg,A4-158350,Fidson Healthcare Plc,Veterinary,1
Bliss Amoxicillin 500mg,A3-1053,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Vitalgrub Omeprazole 500mg,03-5664,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Bond Metformin 500mg,B4-5548,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Aktika Ibuprofen 250mg,A3-3020,Aktika Global Ltd,Medical devices,1
GlaxoSmithKline Omeprazole 100mg,04-4198,GlaxoSmithKline Nigeria,Medical devices,1
Lady Artemether 100mg,04-2901,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Emzor Paracetamol 250mg,B4-404753,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
GlaxoSmithKline Ibuprofen 500mg,B4-491719,GlaxoSmithKline Nigeria,Herbals and Nutraceuticals,1
Emzor Ibuprofen 500mg,04-838705,Emzor Pharmaceutical Ind. Ltd,Drugs,1
Bliss Loratadine 250mg,04-8063,Bliss GVS Pharma Ltd,Drugs,1
GlaxoSmithKline Metronidazole 500mg,04-3939,GlaxoSmithKline Nigeria,Veterinary,1
Bliss Metformin 100mg,04-7846,Bliss GVS Pharma Ltd,Drugs,1
May Vitamin C 10mg/5ml,B4-227765,May & Baker Nigeria Plc,Medical devices,1
Sages Ciprofloxacin 10mg/5ml,B4-9671,Sages Multipurpose Enterprise Ltd,Medical devices,1
May Omeprazole 100mg,04-7894,May & Baker Nigeria Plc,Medical devices,1
Lady Omeprazole 500mg,A4-1217,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Aktika Metformin 250mg,03-7163,Aktika Global Ltd,Medical devices,1
Roche Paracetamol 250mg,A3-7888,Roche Products Limited,Veterinary,1
Sages Paracetamol 100mg,A4-461960,Sages Multipurpose Enterprise Ltd,Veterinary,1
Sages Ciprofloxacin 10mg/5ml,04-839650,Sages Multipurpose Enterprise Ltd,Vaccines and Biologics,1
May Loratadine 250mg,A4-9890,May & Baker Nigeria Plc,Vaccines and Biologics,1
Emzor Metformin 10mg/5ml,A4-7166,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Bliss Artemether 250mg,B4-602639,Bliss GVS Pharma Ltd,Drugs,1
May Omeprazole 500mg,03-3833,May & Baker Nigeria Plc,Vaccines and Biologics,1
Swiss Paracetamol 100mg,03-167778,Swiss Pharma Nigeria Ltd,Medical devices,1
Bond Omeprazole 250mg,A4-3569,Bond Chemical Industries Ltd,Veterinary,1
Vitalgrub Omeprazole 100mg,03-5469,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Aktika Metronidazole 100mg,A4-7334,Aktika Global Ltd,Veterinary,1
Lady Ibuprofen 10mg/5ml,04-5215,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Vitalgrub Ibuprofen 250mg,B4-1046,Vitalgrub Nigeria Limited,Veterinary,1
GlaxoSmithKline Metformin 100mg,A4-3514,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Neimeth Ibuprofen 100mg,B4-141593,Neimeth International Pharmaceuticals,Herbals and Nutraceuticals,1
Aktika Paracetamol 100mg,03-7258,Aktika Global Ltd,Veterinary,1
Bond Loratadine 250mg,A3-2977,Bond Chemical Industries Ltd,Veterinary,1
Neimeth Amoxicillin 10mg/5ml,A3-7457,Neimeth International Pharmaceuticals,Drugs,1
Juhel Ciprofloxacin 100mg,04-707168,Juhel Nigeria Ltd,Medical devices,1
Bond Artemether 10mg/5ml,B4-8318,Bond Chemical Industries Ltd,Veterinary,1
Swiss Metformin 10mg/5ml,04-3885,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Lady Ibuprofen 10mg/5ml,03-544216,Lady Special Sanitary Pads Ventures,Drugs,1
Fidson Vitamin C 500mg,B4-653009,Fidson Healthcare Plc,Medical devices,1
Lady Metronidazole 250mg,A4-249786,Lady Special Sanitary Pads Ventures,Medical devices,1
Vitalgrub Loratadine 250mg,A4-1622,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Swiss Vitamin C 250mg,B4-7113,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
Emzor Vitamin C 100mg,04-1599,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Fidson Amoxicillin 10mg/5ml,B4-8209,Fidson Healthcare Plc,Vaccines and Biologics,1
Sages Artemether 100mg,03-476555,Sages Multipurpose Enterprise Ltd,Veterinary,1
Roche Ibuprofen 100mg,B4-1494,Roche Products Limited,Veterinary,1
Bliss Metformin 250mg,B4-2354,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Swiss Ciprofloxacin 10mg/5ml,04-3877,Swiss Pharma Nigeria Ltd,Drugs,1
Vitalgrub Amoxicillin 500mg,A3-5828,Vitalgrub Nigeria Limited,Drugs,1
Roche Ciprofloxacin 250mg,04-2961,Roche Products Limited,Vaccines and Biologics,1
Vitalgrub Ibuprofen 100mg,03-7349,Vitalgrub Nigeria Limited,Veterinary,1
Roche Ciprofloxacin 10mg/5ml,03-2595,Roche Products Limited,Drugs,1
Bliss Artemether 500mg,03-6066,Bliss GVS Pharma Ltd,Veterinary,1
Neimeth Amoxicillin 10mg/5ml,B4-9223,Neimeth International Pharmaceuticals,Drugs,1
Vitalgrub Ibuprofen 100mg,04-3592,Vitalgrub Nigeria Limited,Vaccines and Biologics,1
Fidson Vitamin C 250mg,A4-5202,Fidson Healthcare Plc,Medical devices,1
Bliss Paracetamol 250mg,03-5547,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
GlaxoSmithKline Amoxicillin 10mg/5ml,03-282251,GlaxoSmithKline Nigeria,Veterinary,1
Wemy Ciprofloxacin 100mg,03-4564,Wemy Industries Limited,Medical devices,1
Neimeth Ciprofloxacin 250mg,A4-814201,Neimeth International Pharmaceuticals,Veterinary,1
Emzor Metformin 100mg,A3-2665,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
GlaxoSmithKline Artemether 10mg/5ml,04-825819,GlaxoSmithKline Nigeria,Medical devices,1
Fidson Vitamin C 100mg,03-6686,Fidson Healthcare Plc,Vaccines and Biologics,1
Bond Ibuprofen 10mg/5ml,B4-808255,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Fidson Metronidazole 10mg/5ml,03-1298,Fidson Healthcare Plc,Medical devices,1
Juhel Metronidazole 100mg,03-4079,Juhel Nigeria Ltd,Vaccines and Biologics,1
Roche Artemether 100mg,03-534120,Roche Products Limited,Veterinary,1
Fidson Metformin 250mg,04-6308,Fidson Healthcare Plc,Medical devices,1
Vitalgrub Ciprofloxacin 500mg,A3-182681,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
Aktika Metronidazole 250mg,A4-4670,Aktika Global Ltd,Drugs,1
Sages Loratadine 500mg,A4-707372,Sages Multipurpose Enterprise Ltd,Veterinary,1
Bond Loratadine 100mg,A4-109615,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
GlaxoSmithKline Artemether 100mg,A4-4736,GlaxoSmithKline Nigeria,Veterinary,1
Vitalgrub Amoxicillin 500mg,A3-926655,Vitalgrub Nigeria Limited,Herbals and Nutraceuticals,1
May Paracetamol 100mg,03-5841,May & Baker Nigeria Plc,Medical devices,1
Emzor Metformin 10mg/5ml,B4-9233,Emzor Pharmaceutical Ind. Ltd,Vaccines and Biologics,1
Sages Omeprazole 500mg,A3-2240,Sages Multipurpose Enterprise Ltd,Herbals and Nutraceuticals,1
Emzor Paracetamol 500mg,B4-221123,Emzor Pharmaceutical Ind. Ltd,Herbals and Nutraceuticals,1
Vitalgrub Artemether 500mg,04-8543,Vitalgrub Nigeria Limited,Medical devices,1
Wemy Metformin 100mg,A4-2376,Wemy Industries Limited,Vaccines and Biologics,1
GlaxoSmithKline Paracetamol 10mg/5ml,04-224754,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Wemy Ibuprofen 100mg,04-7471,Wemy Industries Limited,Herbals and Nutraceuticals,1
Lady Vitamin C 500mg,03-1953,Lady Special Sanitary Pads Ventures,Herbals and Nutraceuticals,1
Juhel Omeprazole 10mg/5ml,03-2638,Juhel Nigeria Ltd,Vaccines and Biologics,1
May Loratadine 250mg,A3-602214,May & Baker Nigeria Plc,Veterinary,1
Bliss Ibuprofen 500mg,A3-8655,Bliss GVS Pharma Ltd,Drugs,1
Bliss Metformin 250mg,B4-566767,Bliss GVS Pharma Ltd,Vaccines and Biologics,1
Fidson Loratadine 100mg,A3-121973,Fidson Healthcare Plc,Vaccines and Biologics,1
Emzor Ibuprofen 100mg,03-1152,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
Swiss Paracetamol 250mg,A4-7076,Swiss Pharma Nigeria Ltd,Veterinary,1
Roche Loratadine 500mg,B4-848986,Roche Products Limited,Veterinary,1
Roche Metformin 10mg/5ml,04-8313,Roche Products Limited,Veterinary,1
Bond Vitamin C 100mg,A4-975082,Bond Chemical Industries Ltd,Herbals and Nutraceuticals,1
Bliss Amoxicillin 10mg/5ml,B4-9641,Bliss GVS Pharma Ltd,Medical devices,1
Swiss Ciprofloxacin 500mg,03-997610,Swiss Pharma Nigeria Ltd,Drugs,1
Bond Loratadine 100mg,03-5377,Bond Chemical Industries Ltd,Drugs,1
Fidson Paracetamol 100mg,A4-599963,Fidson Healthcare Plc,Herbals and Nutraceuticals,1
GlaxoSmithKline Omeprazole 100mg,04-7648,GlaxoSmithKline Nigeria,Drugs,1
Roche Ibuprofen 500mg,03-9618,Roche Products Limited,Veterinary,1
Sages Loratadine 250mg,03-410450,Sages Multipurpose Enterprise Ltd,Drugs,1
Juhel Omeprazole 500mg,04-7100,Juhel Nigeria Ltd,Vaccines and Biologics,1
Roche Ibuprofen 250mg,04-9907,Roche Products Limited,Veterinary,1
Neimeth Loratadine 10mg/5ml,A4-4324,Neimeth International Pharmaceuticals,Drugs,1
Bond Omeprazole 10mg/5ml,B4-5324,Bond Chemical Industries Ltd,Vaccines and Biologics,1
Swiss Artemether 500mg,A4-8630,Swiss Pharma Nigeria Ltd,Vaccines and Biologics,1
May Ciprofloxacin 250mg,B4-7288,May & Baker Nigeria Plc,Veterinary,1
GlaxoSmithKline Vitamin C 10mg/5ml,B4-2638,GlaxoSmithKline Nigeria,Vaccines and Biologics,1
Bliss Vitamin C 500mg,B4-281875,Bliss GVS Pharma Ltd,Drugs,1
Roche Ibuprofen 10mg/5ml,A4-752862,Roche Products Limited,Veterinary,1
May Omeprazole 500mg,A4-993703,May & Baker Nigeria Plc,Veterinary,1
Wemy Metformin 10mg/5ml,A4-8480,Wemy Industries Limited,Drugs,1
Lady Ibuprofen 10mg/5ml,A3-1573,Lady Special Sanitary Pads Ventures,Vaccines and Biologics,1
Emzor Metronidazole 250mg,A3-4598,Emzor Pharmaceutical Ind. Ltd,Medical devices,1
May Ibuprofen 500mg,B4-817786,May & Baker Nigeria Plc,Herbals and Nutraceuticals,1
Bliss Ibuprofen 250mg,A4-164564,Bliss GVS Pharma Ltd,Herbals and Nutraceuticals,1
